user_id,txn_date,amount,category
13,2026-06-28,9.63,eating_out
13,2026-07-08,7.42,eating_out
13,2026-07-10,19.27,groceries
13,2026-07-08,161.35,eating_out
13,2026-07-10,54.82,transport
13,2026-07-03,21.81,bills
13,2026-08-13,39.61,eating_out
13,2026-07-27,26.95,shopping
13,2026-08-10,73.34,shopping
15,2026-05-24,27.96,groceries
15,2026-06-02,17.35,bills
15,2026-05-27,13.19,transport
15,2026-06-13,8.07,transport
15,2026-06-15,31.85,eating_out
15,2026-06-02,15.77,groceries
15,2026-05-21,7.09,eating_out
15,2026-05-27,12.16,transport
21,2026-03-19,27.27,transport
21,2026-03-05,17.69,transport
21,2026-03-09,38.14,shopping
21,2026-03-15,37.58,transfer
21,2026-03-21,21.66,groceries
21,2026-03-15,11.81,groceries
21,2026-03-07,56.1,eating_out
21,2026-03-21,10.57,bills
21,2026-03-09,41.13,groceries
21,2026-03-10,26.93,shopping
21,2026-04-30,25.9,bills
21,2026-04-24,60.52,groceries
21,2026-04-14,19.49,transport
21,2026-04-07,4.9,groceries
21,2026-04-03,12.32,transport
21,2026-05-03,10.52,eating_out
21,2026-05-17,24.59,eating_out
21,2026-05-27,29.99,bills
21,2026-05-10,12.25,groceries
21,2026-05-27,40.13,groceries
21,2026-05-22,9.59,eating_out
21,2026-06-11,33.74,transport
21,2026-06-27,16.04,groceries
21,2026-06-06,48.23,transport
21,2026-07-12,25.22,shopping
21,2026-07-19,21.95,bills
21,2026-07-17,10.95,transport
21,2026-07-26,62.06,eating_out
21,2026-08-21,22.19,groceries
21,2026-08-09,21.58,eating_out
21,2026-08-07,23.0,eating_out
30,2026-02-18,57.49,eating_out
30,2026-02-17,104.26,eating_out
30,2026-02-09,38.65,transport
30,2026-02-09,21.78,groceries
30,2026-02-14,45.66,shopping
30,2026-02-19,111.07,groceries
30,2026-02-25,8.28,transport
30,2026-03-16,64.0,bills
30,2026-03-11,13.3,eating_out
30,2026-03-31,12.07,transfer
30,2026-03-17,16.32,groceries
30,2026-04-10,54.74,shopping
30,2026-04-17,5.81,eating_out
30,2026-04-10,49.21,shopping
30,2026-04-30,26.02,eating_out
30,2026-04-19,14.69,bills
30,2026-05-06,13.68,shopping
30,2026-04-17,15.63,groceries
30,2026-05-10,11.47,transport
30,2026-05-20,27.33,transport
30,2026-05-29,16.65,shopping
30,2026-05-29,10.45,shopping
30,2026-05-14,46.22,bills
30,2026-05-28,8.31,groceries
30,2026-05-12,21.35,eating_out
30,2026-05-18,8.56,bills
30,2026-05-20,134.59,shopping
30,2026-07-04,12.04,groceries
30,2026-07-05,33.49,groceries
30,2026-07-02,68.12,bills
30,2026-07-06,18.6,shopping
30,2026-07-02,16.72,groceries
30,2026-06-17,13.39,shopping
30,2026-06-17,12.5,groceries
30,2026-07-13,4.88,transport
30,2026-07-21,15.58,groceries
30,2026-08-02,27.51,shopping
30,2026-07-25,25.21,eating_out
30,2026-07-13,28.0,transport
30,2026-07-16,16.58,shopping
30,2026-08-12,38.91,shopping
30,2026-08-27,27.68,transport
30,2026-08-11,43.55,bills
30,2026-08-29,24.63,transport
34,2026-03-21,31.4,shopping
34,2026-04-07,8.19,eating_out
34,2026-03-23,54.85,bills
34,2026-04-19,48.64,bills
34,2026-04-10,12.4,shopping
34,2026-03-22,10.36,shopping
34,2026-04-01,24.48,shopping
34,2026-05-06,29.84,transfer
34,2026-05-13,23.82,groceries
34,2026-05-11,24.09,shopping
34,2026-05-08,7.41,groceries
34,2026-05-01,23.73,groceries
34,2026-05-17,71.9,groceries
34,2026-05-17,4.87,transport
34,2026-04-21,16.59,eating_out
34,2026-05-11,7.52,eating_out
34,2026-05-31,22.33,eating_out
34,2026-05-24,17.62,transport
34,2026-06-11,76.64,groceries
34,2026-06-24,11.78,eating_out
34,2026-06-29,7.61,transport
34,2026-07-08,17.97,bills
34,2026-06-22,20.92,transport
34,2026-07-18,46.15,transport
34,2026-07-16,24.2,eating_out
34,2026-07-24,14.95,groceries
34,2026-08-11,12.46,groceries
34,2026-07-30,72.0,transfer
34,2026-08-16,11.94,shopping
34,2026-08-12,9.93,eating_out
34,2026-07-24,24.28,eating_out
34,2026-08-18,5.07,groceries
34,2026-08-21,33.65,transfer
34,2026-08-31,24.15,eating_out
34,2026-08-22,57.91,transport
34,2026-08-30,6.72,shopping
36,2025-10-10,43.52,transport
36,2025-10-11,11.81,groceries
36,2025-10-09,20.23,eating_out
36,2025-10-13,19.78,transport
36,2025-10-14,68.91,eating_out
36,2025-10-01,17.35,groceries
36,2025-10-08,17.9,shopping
36,2025-10-29,12.77,transport
36,2025-10-25,33.78,transport
36,2025-11-03,8.89,eating_out
36,2025-11-21,55.56,bills
36,2025-10-30,8.21,transfer
36,2025-10-25,19.94,shopping
36,2025-10-25,17.4,groceries
36,2025-11-01,63.45,eating_out
36,2025-11-11,39.47,transport
37,2026-08-01,20.22,bills
37,2026-07-16,36.17,transport
37,2026-07-23,68.28,groceries
37,2026-08-31,20.36,transfer
37,2026-08-31,41.57,groceries
37,2026-08-17,21.99,eating_out
37,2026-08-16,75.83,bills
37,2026-08-26,10.69,groceries
37,2026-08-23,14.43,eating_out
37,2026-08-30,36.62,shopping
44,2026-02-01,38.17,groceries
44,2026-01-13,61.09,groceries
44,2026-01-20,1.32,eating_out
44,2026-01-10,10.64,transport
44,2026-01-27,10.5,groceries
44,2026-01-20,27.3,bills
44,2026-02-11,15.16,eating_out
44,2026-02-28,2.11,eating_out
44,2026-03-02,35.83,groceries
44,2026-02-26,60.91,shopping
44,2026-02-14,25.04,shopping
44,2026-02-21,6.38,eating_out
44,2026-03-24,12.38,eating_out
44,2026-04-06,20.57,eating_out
44,2026-04-04,12.05,transfer
44,2026-03-30,16.9,shopping
44,2026-04-02,7.85,transport
44,2026-03-08,42.49,shopping
44,2026-03-26,15.14,bills
44,2026-03-12,53.85,transport
44,2026-04-25,33.97,shopping
44,2026-04-23,34.2,transport
44,2026-04-19,5.96,shopping
44,2026-04-08,8.55,groceries
44,2026-04-26,35.7,shopping
44,2026-05-15,10.75,groceries
44,2026-05-17,34.68,groceries
44,2026-05-13,13.37,transfer
44,2026-05-23,58.54,groceries
44,2026-05-20,8.99,groceries
44,2026-07-05,27.67,bills
44,2026-06-25,8.82,groceries
44,2026-07-02,56.84,shopping
44,2026-06-12,10.24,transport
44,2026-06-09,22.32,shopping
44,2026-06-11,87.25,transfer
44,2026-06-14,13.19,groceries
44,2026-06-29,11.85,shopping
44,2026-06-17,6.5,groceries
44,2026-07-05,18.82,eating_out
44,2026-06-17,23.6,shopping
44,2026-06-14,8.3,transport
44,2026-08-05,11.93,transfer
44,2026-08-03,31.34,shopping
44,2026-07-29,17.32,groceries
44,2026-07-28,26.79,eating_out
44,2026-07-08,27.03,transport
44,2026-08-01,16.52,transport
44,2026-07-20,41.87,shopping
44,2026-07-14,46.23,eating_out
46,2026-08-27,9.41,groceries
46,2026-08-29,17.51,transfer
48,2026-07-28,59.67,bills
48,2026-08-12,25.56,groceries
48,2026-08-05,42.18,eating_out
48,2026-07-30,7.43,transport
48,2026-08-08,16.43,shopping
48,2026-08-04,17.4,eating_out
48,2026-08-28,8.56,transfer
48,2026-08-27,29.69,eating_out
48,2026-08-25,22.59,transport
52,2025-11-22,7.09,transport
52,2025-12-01,13.29,bills
52,2025-11-16,7.18,shopping
52,2025-11-20,15.66,transport
52,2025-12-02,34.27,bills
52,2025-11-10,12.76,transport
52,2025-11-27,15.06,groceries
52,2025-12-14,8.75,groceries
52,2025-12-21,10.43,shopping
52,2026-01-02,2.88,eating_out
52,2025-12-11,40.58,transfer
52,2025-12-31,10.89,transport
52,2026-01-08,14.31,transport
52,2026-01-07,11.5,shopping
52,2025-12-18,23.51,bills
52,2026-01-16,6.6,eating_out
52,2026-02-01,8.11,eating_out
52,2026-01-20,27.83,eating_out
52,2026-01-29,8.0,groceries
52,2026-01-16,17.6,shopping
67,2026-08-23,38.22,eating_out
67,2026-08-10,42.84,transfer
67,2026-08-01,15.07,eating_out
67,2026-07-31,66.12,groceries
67,2026-08-02,17.31,transport
67,2026-08-07,25.4,eating_out
67,2026-08-23,16.81,shopping
67,2026-08-02,43.0,groceries
67,2026-08-21,15.2,groceries
67,2026-08-14,17.64,groceries
67,2026-08-07,37.26,groceries
67,2026-08-28,15.15,groceries
71,2026-07-16,18.55,groceries
71,2026-07-06,39.74,groceries
71,2026-06-24,46.42,groceries
71,2026-07-02,25.82,shopping
71,2026-07-07,18.94,eating_out
71,2026-06-19,15.03,transfer
71,2026-07-23,19.5,transport
71,2026-08-08,34.07,eating_out
71,2026-07-30,23.0,groceries
71,2026-08-13,25.08,shopping
71,2026-08-22,13.71,transfer
72,2025-11-14,12.48,shopping
72,2025-11-22,13.99,groceries
72,2025-12-20,8.49,groceries
72,2026-01-05,24.13,shopping
72,2025-12-27,23.12,transfer
72,2026-01-01,6.03,transfer
72,2025-12-08,41.67,eating_out
72,2025-12-14,6.56,shopping
72,2025-12-19,11.17,shopping
72,2025-12-18,17.47,transfer
72,2026-01-22,17.96,transfer
72,2026-01-10,21.26,shopping
72,2026-01-18,15.58,eating_out
72,2026-02-05,16.65,groceries
72,2026-01-08,71.53,shopping
72,2026-01-14,18.27,groceries
72,2026-01-27,7.18,eating_out
72,2026-01-18,10.68,shopping
72,2026-01-09,29.13,eating_out
72,2026-01-19,11.1,eating_out
72,2026-01-31,12.36,shopping
72,2026-02-22,74.3,groceries
72,2026-02-20,25.23,shopping
72,2026-02-08,69.27,transfer
72,2026-02-09,308.46,bills
72,2026-03-07,22.02,bills
72,2026-02-08,21.26,eating_out
72,2026-03-03,16.0,shopping
72,2026-02-17,21.39,groceries
72,2026-03-02,67.12,transfer
72,2026-03-04,11.16,eating_out
76,2026-02-22,9.9,groceries
76,2026-02-28,14.27,eating_out
76,2026-03-18,29.41,transport
76,2026-02-24,40.44,eating_out
76,2026-03-02,10.54,bills
76,2026-03-08,7.83,transport
76,2026-03-23,38.33,eating_out
76,2026-04-15,63.28,transfer
76,2026-04-08,37.84,groceries
76,2026-04-17,46.21,groceries
76,2026-04-11,10.43,eating_out
76,2026-03-22,27.92,groceries
76,2026-05-14,171.71,eating_out
76,2026-05-01,47.5,groceries
76,2026-05-11,50.71,transport
76,2026-05-01,36.58,shopping
76,2026-06-01,36.5,bills
76,2026-06-10,23.71,eating_out
76,2026-06-19,18.04,shopping
76,2026-07-14,102.55,transport
76,2026-06-21,13.12,eating_out
76,2026-06-22,14.47,transfer
76,2026-07-24,6.59,groceries
76,2026-08-01,5.46,bills
76,2026-08-18,29.3,transfer
76,2026-08-18,25.77,eating_out
76,2026-08-01,16.31,groceries
76,2026-08-05,4.8,eating_out
76,2026-08-17,9.6,eating_out
76,2026-07-28,109.36,shopping
76,2026-08-01,11.79,eating_out
76,2026-08-06,8.7,shopping
76,2026-08-26,79.59,eating_out
80,2026-05-11,15.45,shopping
80,2026-05-11,6.24,eating_out
80,2026-05-13,4.88,shopping
80,2026-05-21,32.46,groceries
80,2026-05-16,27.59,transfer
80,2026-05-27,65.12,transport
80,2026-05-22,15.96,transfer
80,2026-05-24,34.37,shopping
80,2026-05-16,42.06,shopping
80,2026-06-17,23.09,groceries
80,2026-06-23,4.14,eating_out
80,2026-06-24,17.03,bills
80,2026-06-18,31.26,groceries
80,2026-06-14,12.51,groceries
80,2026-06-13,19.47,bills
80,2026-06-09,21.92,transport
80,2026-06-30,43.63,shopping
80,2026-06-09,14.1,groceries
80,2026-07-10,29.23,bills
80,2026-07-25,17.12,eating_out
80,2026-07-05,2.79,eating_out
80,2026-07-04,13.9,eating_out
80,2026-07-07,12.83,eating_out
80,2026-07-16,7.19,groceries
80,2026-07-29,30.1,bills
80,2026-08-21,172.49,transport
80,2026-08-10,10.35,transport
80,2026-08-20,38.62,transport
80,2026-08-31,7.98,transfer
81,2026-08-28,67.95,transfer
81,2026-08-31,10.43,groceries
81,2026-08-13,57.74,bills
81,2026-08-13,17.49,groceries
81,2026-08-10,7.05,transport
83,2025-11-09,59.43,groceries
83,2025-11-05,11.14,transfer
83,2025-11-19,7.24,shopping
83,2025-11-03,3.44,groceries
83,2025-11-06,25.39,bills
83,2025-11-05,15.94,bills
83,2025-11-26,18.2,transfer
83,2025-11-17,9.09,transport
83,2025-12-15,11.03,groceries
83,2025-12-02,37.41,transfer
83,2025-12-26,6.65,eating_out
83,2025-12-01,29.21,transport
83,2025-12-12,73.66,transport
83,2025-12-20,12.93,transport
83,2026-01-12,5.87,groceries
83,2026-01-01,10.98,eating_out
83,2026-01-14,36.73,groceries
83,2026-01-21,16.32,transfer
83,2026-01-06,41.79,bills
83,2026-01-01,18.54,transport
83,2026-01-06,18.88,transport
83,2025-12-30,29.49,groceries
83,2026-01-21,63.82,transfer
83,2026-02-14,37.4,eating_out
83,2026-02-01,12.19,eating_out
83,2026-02-16,5.2,transfer
83,2026-02-03,54.78,shopping
83,2026-02-17,12.12,shopping
83,2026-03-17,25.45,groceries
83,2026-03-12,17.36,groceries
83,2026-03-06,22.09,bills
83,2026-03-12,7.04,eating_out
83,2026-02-28,12.88,transport
83,2026-02-28,44.78,transfer
83,2026-03-19,12.06,eating_out
83,2026-03-27,6.0,groceries
83,2026-04-14,72.79,shopping
83,2026-04-05,32.82,groceries
83,2026-04-19,20.04,groceries
83,2026-05-10,6.77,groceries
83,2026-04-29,42.74,shopping
83,2026-05-14,9.96,groceries
83,2026-06-17,22.51,shopping
83,2026-07-08,13.76,bills
83,2026-06-29,12.51,transport
83,2026-07-05,20.79,groceries
83,2026-07-03,4.18,groceries
83,2026-07-18,9.34,eating_out
83,2026-08-09,17.14,groceries
83,2026-08-25,8.96,shopping
83,2026-08-04,26.77,groceries
83,2026-08-24,23.27,shopping
83,2026-08-13,45.91,eating_out
83,2026-08-01,118.98,transport
83,2026-08-31,15.71,groceries
83,2026-08-31,78.15,shopping
84,2026-07-18,19.2,groceries
84,2026-07-13,9.26,eating_out
84,2026-07-20,29.57,eating_out
84,2026-07-06,19.63,transfer
84,2026-07-01,55.54,groceries
84,2026-07-23,7.69,bills
84,2026-08-22,53.56,bills
84,2026-08-18,16.55,eating_out
84,2026-08-07,31.38,groceries
84,2026-08-11,124.57,eating_out
84,2026-08-26,15.23,eating_out
84,2026-08-26,26.9,transport
84,2026-08-03,5.67,groceries
85,2026-05-02,16.7,transport
85,2026-04-23,7.04,eating_out
85,2026-04-26,55.16,bills
85,2026-05-16,34.31,transport
85,2026-05-04,8.09,eating_out
85,2026-05-10,37.82,transfer
85,2026-05-02,37.18,bills
85,2026-04-22,4.7,shopping
85,2026-06-03,10.77,groceries
85,2026-05-24,72.83,groceries
85,2026-06-11,9.06,transport
85,2026-06-08,13.38,groceries
85,2026-05-31,20.08,shopping
85,2026-05-18,21.62,eating_out
85,2026-07-02,5.19,transport
85,2026-06-30,33.2,transport
85,2026-07-02,84.06,shopping
85,2026-07-07,10.11,transport
85,2026-06-24,38.32,transport
85,2026-07-06,16.91,groceries
85,2026-06-19,8.59,groceries
85,2026-06-28,15.72,groceries
85,2026-08-16,5.68,groceries
85,2026-08-01,17.59,eating_out
85,2026-07-28,7.59,shopping
85,2026-08-09,4.24,bills
85,2026-07-18,9.25,transport
85,2026-08-04,24.71,shopping
85,2026-08-15,14.47,groceries
85,2026-08-14,11.02,eating_out
85,2026-08-24,18.27,bills
85,2026-08-24,15.95,transport
85,2026-08-28,92.49,shopping
86,2026-05-31,21.62,groceries
86,2026-06-08,31.68,groceries
86,2026-05-28,17.85,bills
86,2026-06-02,21.86,eating_out
86,2026-05-13,26.27,shopping
86,2026-05-15,48.67,transfer
86,2026-06-09,3.19,shopping
86,2026-05-29,11.45,groceries
86,2026-05-23,74.91,bills
86,2026-05-21,46.69,eating_out
86,2026-05-15,5.24,groceries
86,2026-05-30,18.06,groceries
86,2026-06-27,27.9,groceries
86,2026-06-21,49.54,shopping
86,2026-06-13,69.43,bills
86,2026-06-29,36.2,transfer
86,2026-07-09,42.3,groceries
86,2026-07-01,47.18,transport
86,2026-06-27,22.91,groceries
86,2026-06-20,20.51,transport
86,2026-06-18,28.18,transport
86,2026-07-23,23.19,groceries
86,2026-07-23,32.96,groceries
86,2026-07-13,44.49,eating_out
86,2026-08-05,40.87,groceries
86,2026-07-19,5.82,groceries
86,2026-08-08,4.99,groceries
86,2026-07-31,34.47,eating_out
86,2026-08-26,10.4,transport
86,2026-08-25,15.57,groceries
86,2026-08-13,19.6,shopping
86,2026-08-29,27.01,transfer
86,2026-08-21,6.15,shopping
86,2026-08-14,30.57,bills
86,2026-08-29,15.18,groceries
88,2025-12-28,48.5,transport
88,2026-01-15,15.13,groceries
88,2026-01-01,20.09,groceries
88,2026-01-18,17.58,bills
88,2026-02-06,31.47,bills
88,2026-01-27,8.21,eating_out
88,2026-02-13,21.92,groceries
88,2026-02-09,28.18,bills
88,2026-02-07,64.35,shopping
88,2026-02-09,53.2,shopping
88,2026-01-27,15.46,groceries
88,2026-02-03,9.4,bills
88,2026-02-14,12.73,groceries
88,2026-02-20,24.7,bills
88,2026-03-09,15.81,shopping
88,2026-03-01,13.65,transfer
88,2026-03-18,16.91,groceries
88,2026-03-18,47.85,transport
88,2026-03-27,10.51,shopping
88,2026-04-08,17.26,eating_out
88,2026-04-12,103.04,shopping
88,2026-03-24,23.65,eating_out
88,2026-04-07,27.67,bills
88,2026-05-22,19.4,bills
88,2026-05-22,24.69,groceries
88,2026-05-09,19.65,groceries
88,2026-05-04,7.8,groceries
88,2026-05-17,19.76,groceries
88,2026-06-01,9.1,eating_out
88,2026-05-27,8.87,transfer
88,2026-06-18,37.45,groceries
88,2026-06-02,12.42,shopping
88,2026-06-06,38.28,transport
88,2026-06-20,34.34,shopping
88,2026-05-28,11.2,shopping
88,2026-05-28,3.89,eating_out
88,2026-06-01,21.85,shopping
88,2026-06-27,20.02,shopping
88,2026-07-03,8.84,shopping
88,2026-07-06,18.45,groceries
88,2026-07-22,9.5,shopping
88,2026-07-19,10.58,groceries
88,2026-08-08,7.03,transport
88,2026-07-26,19.24,transport
88,2026-08-03,21.88,shopping
88,2026-07-28,368.89,shopping
88,2026-08-11,23.55,eating_out
88,2026-08-02,8.88,shopping
88,2026-08-04,41.01,groceries
88,2026-08-02,20.17,shopping
88,2026-07-27,28.13,eating_out
88,2026-07-28,14.77,groceries
88,2026-08-09,49.97,bills
88,2026-08-12,29.45,shopping
88,2026-08-25,17.16,transport
91,2026-02-24,9.53,groceries
91,2026-02-27,14.4,groceries
91,2026-02-17,8.09,transport
91,2026-02-11,43.06,bills
91,2026-02-18,14.89,shopping
91,2026-02-18,14.43,bills
91,2026-03-22,78.84,bills
91,2026-03-06,19.25,transport
91,2026-03-09,11.84,shopping
91,2026-03-20,27.52,groceries
91,2026-03-07,9.33,groceries
92,2026-07-10,39.15,groceries
92,2026-07-04,16.51,transport
92,2026-06-24,7.12,transfer
92,2026-06-30,102.38,transport
92,2026-07-05,13.71,shopping
92,2026-08-16,23.16,transport
92,2026-08-03,20.4,eating_out
92,2026-08-10,20.92,transport
92,2026-07-24,9.55,bills
92,2026-08-20,13.82,shopping
103,2026-07-08,16.64,eating_out
103,2026-06-22,18.21,groceries
103,2026-07-05,19.09,eating_out
103,2026-07-04,39.72,groceries
103,2026-06-30,78.72,eating_out
103,2026-06-21,11.9,groceries
103,2026-08-11,17.78,groceries
103,2026-07-30,13.97,groceries
103,2026-08-17,41.11,groceries
103,2026-08-05,29.14,groceries
103,2026-07-26,6.58,groceries
103,2026-08-12,6.36,shopping
104,2025-09-21,16.32,transfer
104,2025-09-09,9.84,transport
104,2025-09-09,4.28,bills
104,2025-09-19,15.9,groceries
104,2025-10-21,20.78,eating_out
104,2025-10-11,14.03,groceries
104,2025-10-21,17.01,groceries
104,2025-10-20,37.39,transfer
104,2025-10-26,94.14,eating_out
104,2025-10-06,8.31,eating_out
104,2025-10-20,7.78,transfer
104,2025-10-18,12.86,shopping
104,2025-11-07,5.73,eating_out
104,2025-11-07,26.53,eating_out
104,2025-11-28,12.45,eating_out
104,2025-11-08,15.89,eating_out
104,2025-11-22,2.14,groceries
104,2025-12-24,36.03,groceries
104,2025-12-10,44.9,shopping
104,2025-12-14,58.75,eating_out
104,2025-12-29,26.05,eating_out
104,2026-01-03,9.9,eating_out
104,2026-01-24,11.79,bills
104,2026-01-29,7.76,shopping
104,2026-01-22,26.62,shopping
104,2026-01-11,14.71,transport
104,2026-03-01,44.89,groceries
104,2026-02-16,16.49,transport
104,2026-02-21,38.47,transport
104,2026-02-09,52.9,transport
104,2026-02-14,31.3,eating_out
104,2026-02-12,14.4,bills
104,2026-02-28,16.37,shopping
104,2026-02-18,87.25,eating_out
104,2026-02-16,27.03,shopping
104,2026-03-04,71.34,transfer
104,2026-03-17,22.03,groceries
104,2026-03-12,8.2,transfer
104,2026-03-31,20.76,shopping
104,2026-03-05,19.14,groceries
104,2026-03-31,13.74,groceries
104,2026-03-05,26.88,transport
104,2026-03-21,5.5,groceries
104,2026-04-25,24.25,groceries
104,2026-04-29,23.12,groceries
104,2026-04-27,21.4,groceries
104,2026-04-22,21.63,groceries
104,2026-04-07,19.2,bills
104,2026-04-08,67.17,transfer
104,2026-04-17,17.79,groceries
104,2026-04-29,24.55,transport
104,2026-05-21,14.05,groceries
104,2026-05-29,39.52,bills
104,2026-05-16,51.68,shopping
104,2026-05-29,27.64,groceries
104,2026-05-29,60.97,transfer
104,2026-05-12,72.91,transport
104,2026-05-24,40.01,eating_out
104,2026-05-15,21.08,transport
104,2026-05-29,10.18,transport
104,2026-06-25,24.2,eating_out
104,2026-06-06,14.44,shopping
104,2026-07-01,14.57,transfer
104,2026-06-10,37.49,bills
104,2026-06-07,10.19,shopping
104,2026-06-27,57.9,groceries
104,2026-08-01,24.15,groceries
104,2026-07-18,26.5,transfer
104,2026-07-03,9.88,eating_out
104,2026-07-24,6.63,groceries
104,2026-07-05,3.62,eating_out
104,2026-07-30,9.75,transfer
104,2026-07-07,10.82,transport
104,2026-08-05,16.57,transfer
104,2026-08-20,147.26,bills
104,2026-08-25,12.35,shopping
119,2025-12-10,19.05,eating_out
119,2025-12-28,9.07,bills
119,2025-12-12,35.33,shopping
119,2025-11-29,20.14,groceries
119,2025-12-25,15.22,shopping
119,2025-12-04,10.3,groceries
119,2026-01-10,18.59,transport
119,2026-01-18,21.67,groceries
119,2026-01-02,10.92,bills
119,2026-01-11,13.37,transport
119,2026-01-10,2.76,shopping
119,2026-01-26,9.52,eating_out
119,2026-01-25,16.16,shopping
119,2026-01-23,11.73,shopping
119,2026-01-17,40.88,shopping
119,2026-01-13,7.11,transfer
119,2026-01-22,8.91,transfer
119,2026-01-13,29.31,transport
119,2026-02-11,16.92,transfer
119,2026-02-03,7.54,groceries
119,2026-02-20,10.33,shopping
119,2026-02-21,86.95,shopping
119,2026-03-08,18.38,shopping
119,2026-03-22,14.5,bills
119,2026-03-11,28.83,shopping
119,2026-03-20,4.3,shopping
119,2026-03-01,32.8,shopping
119,2026-03-26,20.55,groceries
119,2026-03-10,18.67,transport
119,2026-03-21,11.17,shopping
119,2026-03-09,16.98,groceries
119,2026-03-29,49.31,transport
119,2026-04-22,17.68,groceries
119,2026-04-15,10.49,shopping
119,2026-04-09,57.71,groceries
119,2026-03-29,10.93,shopping
119,2026-04-16,12.66,transfer
119,2026-04-21,23.72,groceries
119,2026-04-01,96.03,bills
119,2026-03-29,8.89,shopping
119,2026-04-17,21.99,transfer
119,2026-05-01,36.68,groceries
119,2026-05-23,7.03,shopping
119,2026-05-18,26.45,transport
119,2026-05-24,19.42,eating_out
119,2026-04-30,15.4,shopping
119,2026-05-15,7.23,transport
119,2026-05-12,26.83,transfer
119,2026-05-01,3.81,transfer
119,2026-05-10,18.16,transport
119,2026-05-19,12.48,shopping
119,2026-06-23,21.26,eating_out
119,2026-06-19,6.77,transfer
119,2026-06-19,15.44,transfer
119,2026-06-02,14.74,shopping
119,2026-06-17,25.07,shopping
119,2026-06-24,13.36,shopping
119,2026-06-04,13.77,shopping
119,2026-06-19,4.2,groceries
119,2026-06-02,23.08,transport
119,2026-06-20,14.12,eating_out
119,2026-06-07,39.47,groceries
119,2026-05-31,4.24,shopping
119,2026-06-22,14.3,eating_out
119,2026-06-17,43.5,bills
119,2026-07-18,7.91,groceries
119,2026-07-02,28.36,groceries
119,2026-06-29,13.93,eating_out
119,2026-07-06,37.85,bills
119,2026-07-13,50.99,groceries
119,2026-07-13,39.17,transport
119,2026-07-09,16.86,eating_out
119,2026-08-23,32.3,shopping
119,2026-08-13,26.59,transport
119,2026-07-29,15.37,eating_out
119,2026-08-14,8.05,transfer
119,2026-08-04,27.57,transport
119,2026-08-19,39.69,groceries
119,2026-08-15,35.71,groceries
119,2026-08-26,19.85,groceries
119,2026-08-03,15.43,transport
120,2025-11-02,6.1,shopping
120,2025-11-05,24.38,transport
120,2025-11-09,24.54,eating_out
122,2026-05-08,23.97,groceries
122,2026-05-02,22.37,shopping
122,2026-05-03,9.71,transport
122,2026-05-09,32.97,groceries
122,2026-05-12,8.59,transport
122,2026-05-09,179.43,groceries
122,2026-05-17,13.67,eating_out
122,2026-05-07,68.03,bills
122,2026-05-29,40.25,groceries
